4,오이도,정왕,120
4,정왕,신길온천,120
4,신길온천,안산,120
4,안산,초지,120
4,초지,고잔,120
4,고잔,중앙,60
4,중앙,한대앞,120
4,한대앞,상록수,120
4,상록수,반월,180
4,반월,대야미,120
4,대야미,수리산,180
4,수리산,산본,60
4,산본,금정,240
4,금정,범계,180
4,범계,평촌,120
4,평촌,인덕원,120
4,인덕원,정부과천청사,180
4,정부과천청사,과천,120
4,과천,대공원,120
4,대공원,경마공원,120
4,경마공원,선바위,60
4,선바위,남태령,180
4,남태령,사당,120
4,사당,총신대입구,90
4,총신대입구,동작,150
4,동작,이촌,180
4,이촌,신용산,120
4,신용산,삼각지,60
4,삼각지,숙대입구,90
4,숙대입구,서울역,90
4,서울역,회현,90
4,회현,명동,60
4,명동,충무로,60
4,충무로,동대문역사문화공원,120
4,동대문역사문화공원,동대문,60
4,동대문,혜화,120
4,혜화,한성대입구,90
4,한성대입구,성신여대입구,90
4,성신여대입구,길음,120
4,길음,미아사거리,120
4,미아사거리,미아,120
4,미아,수유,90
4,수유,쌍문,120
4,쌍문,창동,120
4,창동,노원,90
4,노원,상계,90
4,상계,당고개,150
4,당고개,별내별가람,240
4,별내별가람,오남,360
4,오남,진접,120
